Product Name,Image Link,VariantID,Size,Volume Unit,Expert Ratings,Stock,WS Retail Price,Winemaker Name,Vintage (Year),Country,Region,Wine Type,Wine Grapes,Level to Drink,Vinification Process,Season,Soil Type,Description,Occasion,Body,Acidity,Alcohol,Fruitiness,Minerality,Sweetness / Dry
Chapuis Chapuis Aloxe Corton 1er Cru Rouge 2022,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/673208370ebf7cf7dfd77b5bChapuis202620Chapuis20Aloxe20Corton201er20Cru20Rouge202022.png,354743,750ml,ml,(RP: 92; WS: 90),10,778,Chapuis Chapuis,2022,France,Cote de Beaune,Red,Pinot Noir,/ Drink within 5-7 years.,"/ Aged in French oak barrels for 12-14 months, with 30 new oak and 70 seasoned oak.","Spring, Autumn",Soil Type: Limestone,"A delicate and elegant Pinot Noir with a medium body, showcasing fresh fruit flavors and a hint of minerality, balanced by a crisp acidity and a dry finish.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Chapuis Chapuis Rully Blanc 2022,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083bb75bbb32981cf745Chapuis202620Chapuis20Rully20Blanc202022.png,354745,750ml,ml,(RP: 88; WS: 90),10,448,Chapuis Chapuis,2022,France,Côte Chalonnaise,White,Chardonnay,/ Drink within 5 years.,/ Aged in stainless steel with partial oak for 9 months.,"summer, spring",Soil Type: Limestone,"This Chardonnay from Côte Chalonnaise offers a harmonious balance of fresh fruit flavors, medium acidity, and subtle minerality, culminating in a dry and refreshing finish.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Charles de Cazanove Blanc de Noir Brut Champagne (Christmas edition 2023),https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67386df8d6914ae792b6edc2Charles20de20Cazanove20Vintage202016.png,354747,750ml,ml,(RP: 92; WS: 90),10,398,Charles de Cazanove,2023,France,Champagne,Sparkling,Pinot Noir,/ Drink within 5 years.,"/ Aged for a minimum of 12 months in stainless steel tanks, followed by a further 6 months of aging on the lees in bottle, with a dosage of 8-10 grams per liter.","Spring, Summer",Soil Type: Limestone,"A festive and elegant Blanc de Noir Brut Champagne, perfect for the holiday season. This Pinot Noir-based wine boasts a medium body, high acidity, and a crisp 12.5 alcohol level. Fresh fruit flavors dominate the palate, balanced by a subtle minerality, culminating in a dry and refreshing finish.",/ Occasion: Celebration,Medium,High,12.5,Fresh,Medium,Dry
Charles de Cazanove Cuvee Bio NV,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1eb89d7394f7b76c605Charles20de20Cazanove20Cuvee20Bio20NV.png,354749,750ml,ml,(RP: 92; WS: 90),10,338,Charles de Cazanove,Non-Vintage,France,Champagne,Sparkling,Chardonnay,/ Drink now or within 3 years.,"/ Aged for a minimum of 3 years in the cellar, with a blend of 20 reserve wines, and a dosage of 8g/L.","spring, summer",Soil Type: Limestone,"A crisp and refreshing champagne with a medium body, showcasing fresh fruit flavors and a hint of minerality, balanced by high acidity and a dry finish.",/ Occasion: Celebration,Medium,High,12.5,Fresh,Medium,Dry
Charles de Cazanove Stradivarius 2007,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/673462cd60193e1e64a7fbb7Charles20de20Cazanove20Stradivarius202007.png,354751,750ml,ml,(RP: 92; WS: 94),10,498,Charles de Cazanove,2007,France,Champagne,Red,Chardonnay,Drink within 5 years.,"/ Aged for 8 years in oak barrels, with a minimum of 5 years on the lees, followed by a 6-month aging in bottle.","spring, summer",Soil Type: Limestone,"A crisp and refreshing Champagne with a medium body, showcasing fresh fruit flavors, high acidity, and a dry finish, perfect for pairing with delicate dishes or enjoying on its own.",Occasion: Celebration,Medium,High,12.5,Fresh,Medium,Dry
Charles de Cazanove Stradivarius Gold Brut Champagne 2009,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083c977517353b70ab22Charles20de20Cazanove20Stradivarius20Gold20Brut20Champagne202009.png,354753,750ml,ml,RP: 92; WS: 94,10,678,Charles de Cazanove,2009,France,Champagne,Sparkling,Chardonnay,/ Drink within 10 years.,"/ Aged for 7 years in oak barrels, with a minimum of 12 months in bottle before release.","spring, summer",Soil Type: Limestone,"A complex and elegant champagne with a fresh, fruity nose and a medium-bodied palate, showcasing a perfect balance of acidity and minerality, with a dry and crisp finish.",/ Occasion: Celebration,Medium,High,12.5,Fresh,Medium,Dry
Charles de Cazanove Vintage 2016,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67386df8d6914ae792b6edc2Charles20de20Cazanove20Vintage202016.png,354755,750ml,ml,(RP: 92; WS: 94),10,398,Charles de Cazanove,2016,France,Champagne,Red,Chardonnay,Drink within 5 years.,"/ Aged for 5 years in oak barrels, with a minimum of 12 months on lees, followed by a further 6 months of bottle aging.","spring, summer",Soil Type: Limestone,"A crisp and refreshing Chardonnay from Champagne, with a medium body and high acidity, offering fresh fruit flavors and a hint of minerality, finishing dry and clean.",Occasion: Celebration,Medium,High,12.5,Fresh,Medium,Dry
Chateau Brane-Cantenac 1999,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad112ab66f45bc30e78Chateau20Brane-Cantenac201999.png,354757,750ml,ml,(RP: 92; WS: 90),10,898,Chateau Brane-Cantenac,1999,France,Left Bordeaux,Red,Cabernet Sauvignon,/ Drink within 10 years.,/ Aged in French oak barrels for 18-24 months.,"autumn, winter",Soil Type: Gravel,"A rich, full-bodied wine with a velvety texture, offering a complex blend of dark fruit flavors, subtle minerality, and a hint of spice, culminating in a long, satisfying finish.",Occasion: Celebration,Full,Medium,13.5,Rich,Medium,Dry
Chateau Canon la Gaffeliere 1976,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67346169338c6d9ea239eda3Chateau20Canon20la20Gaffeliere201976.png,354759,750ml,ml,RP: 92; WS: 90,10,928,Chateau Canon la Gaffeliere,1976,France,Right Bordeaux,Red,Merlot,/ Drink within 5 years.,"/ Aged in oak barrels for 24 months, with regular racking and fining.","Autumn, Winter",Soil Type: Clay-Limestone,"A rich, full-bodied Merlot with a velvety texture, offering a complex array of dark fruit flavors, subtle hints of spice and earth, and a long, satisfying finish.",/ Occasion: Celebration,Full,Medium,12.5,Rich,Medium,Dry
Chateau Canon la Gaffeliere Saint-Emilion Grand Cru 1994,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1ebb3985100e7448d52Chateau20Canon20la20Gaffeliere20Saint-Emilion20Grand20Cru201994.png,354761,750ml,ml,(RP: 92; WS: 90),10,688,Chateau Canon la Gaffeliere,1994,France,Right Bordeaux,Red,Merlot,Drink within 5 years.,/ Aged in French oak barrels for 18-24 months.,"Autumn, Winter",Soil Type: Clay-Limestone,"A rich, full-bodied Merlot with a velvety texture, offering a complex array of dark fruit flavors, subtle hints of spice and chocolate, and a long, satisfying finish.",/ Occasion: Celebration,Full,Medium,13.5,Rich,Medium,Dry
Chateau Cherubin 2009,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/673475c01fb6c50c98b15b43Chateau20Cherubin202015.png,354763,750ml,ml,RP: 92; WS: 90,10,"1,280.00",Chateau Cherubin,2009,France,Right Bordeaux,Red,Merlot,/ Drink within 10 years.,/ Aged in French oak barrels for 18 months with regular racking and fining.,"Autumn, Winter",Soil Type: Clay-Limestone,"A rich and full-bodied Merlot with a velvety texture, offering a rich fruitiness and subtle minerality, balanced by a medium acidity and a dry finish.",Occasion: Celebration,Full,Medium,13.5,Rich,Medium,Dry
Chateau Cherubin 2011,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/673475c01fb6c50c98b15b43Chateau20Cherubin202015.png,354765,750ml,ml,RP: 88; WS: 90,10,888,Chateau Cherubin,2011,France,Right Bordeaux,Red,Merlot,/ Drink within 10 years.,/ Aged in French oak barrels for 12 months with 20 new oak.,"Autumn, Winter",Soil Type: Clay-Limestone,"A rich, full-bodied Merlot with a velvety texture, offering a rich fruitiness and subtle minerality, balanced by medium acidity and a dry finish.",Occasion: Celebration,Full,Medium,13.5,Rich,Medium,Dry
Chateau Cherubin 2013,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/673475c01fb6c50c98b15b43Chateau20Cherubin202015.png,354767,750ml,ml,(RP: 92; WS: 90),10,828,Chateau Cherubin,2013,France,Right Bordeaux,Red,Merlot,/ Drink within 10 years.,/ Aged in French oak barrels for 18 months with regular racking and fining.,"autumn, winter",Soil Type: Clay-Limestone,"A rich, full-bodied Merlot with a velvety texture, offering flavors of plum, blackberry, and black cherry, complemented by subtle hints of spice and a smooth, dry finish.",Occasion: Celebration,Medium,Medium,13.5,Rich,Medium,Dry
Chateau Cherubin 2015,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/673475c01fb6c50c98b15b43Chateau20Cherubin202015.png,354769,750ml,ml,RP: 92; WS: 90,10,988,Chateau Cherubin,2015,France,Right Bordeaux,Red,Merlot,/ Drink within 10 years.,/ Aged in French oak barrels for 12 months with regular racking and fining.,"Spring, Autumn",Soil Type: Clay-Limestone,"A rich, velvety Merlot with a deep, fruity aroma and flavors of plum, blackberry, and black cherry, complemented by subtle hints of spice and a smooth, lingering finish.",Occasion: Celebration,Medium,Medium,13.5,Rich,Medium,Dry
Chateau Croizet-Bages 1982,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad20ff4a1de0cc26a60Chateau20Croizet-Bages201982.png,354771,750ml,ml,RP: 88; WS: 90,10,938,Chateau Croizet-Bages,1982,France,Left Bordeaux,Red,Cabernet Sauvignon,/ Drink within 5 years.,/ Aged in French oak barrels for 24 months.,"autumn, winter",Soil Type: Gravel,"A rich, full-bodied wine with a velvety texture, offering a complex array of dark fruit flavors, subtle hints of spice and tobacco, and a long, satisfying finish.",Occasion: Celebration,Full,Medium,13.5,Rich,Medium,Dry
Chateau de Beaucastel Cotes du Rhone Coudoulet de Beaucastel Blanc 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1ea380f36befdb4b928Chateau20de20Beaucastel20Cotes20du20Rhone20Coudoulet20de20Beaucastel20Blanc202021.png,354773,750ml,ml,(RP: 92; WS: 90),10,303,Chateau de Beaucastel,2021,France,Rhone,White,Viognier,/ Drink within 3-5 years.,/ Aged in stainless steel with partial oak for 6-8 months.,"summer, spring",Soil Type: Limestone,"This Viognier from the Rhone region is a delightful and refreshing white wine, offering a medium-bodied palate with a crisp acidity. The nose is filled with fresh and vibrant fruit aromas, accompanied by a subtle minerality. With a dry finish and 13.5 alcohol, this wine is perfect for sipping on its own or pairing with a variety of dishes.",Occasion: Celebration,Medium,Medium,13.5,Fresh,Medium,Dry
Château de la Font du Loup Châteauneuf-du-Pape 2020,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67386df86ed6615bdc68eccdChaCC82teau20de20la20Font20du20Loup20ChaCC82teauneuf-du-Pape202020.png,354775,750ml,ml,(RP: 92; WS: 94),10,398,Château de la Font,2020,France,Rhone,Red,Shiraz,Drink within 5-7 years.,/ Aged in French oak barrels for 12-18 months with regular racking and gentle stirring to enhance complexity and structure.,"Autumn, Winter",Soil Type: Limestone,"A rich and full-bodied Shiraz from the Rhone region, offering a complex blend of dark fruit flavors, subtle spices, and a hint of minerality, with a dry finish and a velvety smooth texture.",Occasion: Celebration,Full,Medium,14.5,Rich,Medium,Dry
Chateau de la Maltroye Chassagne Montrachet 1er Cru Morgeot Vigne Blanche 2020,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad163ceb23b3a529068Chateau20de20la20Maltroye20Chassagne20Montrachet201er20Cru2027Morgeot20Vigne20Blanche202020.png,354777,750ml,ml,(RP: 92; WS: 90),10,948,Chateau de la Maltroye,2020,France,Cote de Beaune,White,Chardonnay,Drink within 5-7 years.,"/ Aged for 12 months in French oak barrels, with 30 new oak and 70 second-fill oak, with regular lees stirring and bâtonnage to enhance complexity and texture.","Spring, summer",Soil Type: Limestone,"A rich and elegant Chardonnay with a medium body, showcasing a perfect balance of acidity and fruitiness, with hints of minerality and a dry finish.",Occasion: Celebration,Medium,Medium,13.2,Rich,Medium,Dry
Chateau de Pommard Clos Marey Monge Monopole 2011,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/673208385ed161e1fce194d0ChaCC82teau20de20Pommard20Clos20Marey-Monge20Monopole.png,354779,750ml,ml,(RP: 92; WS: 90),10,"1,180.00",Chateau de Pommard,2011,France,Cote de Beaune,Red,Pinot Noir,/ Drink within 10 years.,/ Aged in French oak barrels for 12-18 months with 20 new oak and 80 second-fill oak.,"Spring, Summer",Soil Type: Limestone,"A delicate and elegant Pinot Noir with fresh fruit flavors, medium acidity, and a light body. The wines minerality adds a subtle complexity, while its dryness ensures a crisp finish.",/ Occasion: Celebration,Light,Medium,13.2,Fresh,Medium,Dry
Chateau de Pommard Clos Marey Monge Monopole 2012,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/673208385ed161e1fce194d0ChaCC82teau20de20Pommard20Clos20Marey-Monge20Monopole.png,354781,750ml,ml,RP: 92; WS: 90,10,"1,180.00",Chateau de Pommard,2012,France,Cote de Beaune,Red,Pinot Noir,/ Drink within 10 years.,"/ Aged in French oak barrels for 12 months, with 30 new oak and 70 second-fill oak.","autumn, winter",Soil Type: Limestone,"A delicate and refined Pinot Noir with fresh fruit flavors, medium acidity, and a subtle minerality, offering a dry and elegant taste experience.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Chateau de Pommard Clos Marey Monge Monopole 2013,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/673208385ed161e1fce194d0ChaCC82teau20de20Pommard20Clos20Marey-Monge20Monopole.png,354783,750ml,ml,RP: 92; WS: 90,10,"1,180.00",Chateau de Pommard,2013,France,Cote de Beaune,Red,Pinot Noir,/ Drink within 10 years.,"/ Aged in French oak barrels for 12 months, with 30 new oak and 70 second-fill oak.","Spring, Autumn",Soil Type: Limestone,"A delicate and elegant Pinot Noir with fresh fruit flavors, medium acidity, and a subtle minerality, resulting in a well-balanced and refined wine with a dry finish.",/ Occasion: Celebration,Light,Medium,13.2,Fresh,Medium,Dry
Chateau de Pommard Clos Marey Monge Monopole 2016,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/673208385ed161e1fce194d0ChaCC82teau20de20Pommard20Clos20Marey-Monge20Monopole.png,354785,750ml,ml,(RP: 92; WS: 90),10,"1,480.00",Chateau de Pommard,2016,France,Cote de Beaune,Red,Pinot Noir,/ Drink within 10 years.,/ Aged in French oak barrels for 12-14 months with 30 new oak.,"Spring, Summer",Soil Type: Limestone,"A delicate and elegant Pinot Noir with fresh fruit aromas, medium acidity, and a light body, offering a subtle minerality and a dry finish.",Occasion: Celebration,Light,Medium,13.2,Fresh,Medium,Dry
Château de Pommard Clos Marey-Monge Chantrerie 2022,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67320837d3f7246f12cefe61ChaCC82teau20de20Pommard20Clos20Marey-Monge20Chantrerie20202220Red.png,354787,750ml,ml,RP: 92; WS: 90,10,"1,040.00",Chateau de Pommard,2022,France,Cote de Beaune,Red,Pinot Noir,Drink within 5-7 years.,"/ Aged in French oak barrels for 12 months with 20 new oak and 80 second-fill oak, with regular racking and fining to enhance complexity and elegance.","spring, summer",Soil Type: Limestone,"This Pinot Noir from Cote de Beaune is a delicate and refined wine, offering fresh fruit flavors and a subtle minerality, with a light body and a crisp, dry finish.",Occasion: Celebration,Light,Medium,12.8,Fresh,Medium,Dry
Château de Pommard Clos Marey-Monge Emilie 2022,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734626705b2fec5c3c57594ChaCC82teau20de20Pommard20Clos20Marey-Monge20Emilie202022.png,354789,750ml,ml,(RP: 92; WS: 90),10,501,Chateau de Pommard,2022,France,Cote de Beaune,Red,Pinot Noir,/ Drink within 5-7 years.,"/ Aged in French oak barrels for 12 months with 30 new oak and 70 second-fill oak, with regular racking and fining.","spring, summer",Soil Type: Limestone,"A delicate and elegant Pinot Noir with fresh fruit flavors, medium acidity, and a light body. The wine showcases a subtle minerality and a dry finish, making it an excellent pairing for delicate dishes.",Occasion: Celebration,Light,Medium,12.8,Fresh,Medium,Dry
Château de Pommard Clos Marey-Monge Simone 2014,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67320839ebb8cbbc748d5e6cChaCC82teau20de20Pommard20Clos20Marey-Monge20Simone202014.png,354791,750ml,ml,RP: 92; WS: 90,10,"2,839.00",Chateau de Pommard,2014,France,Cote de Beaune,Red,Pinot Noir,/ Drink within 10 years.,"/ Aged in French oak barrels for 12 months, with 30 new oak and 70 second-fill oak, followed by 6 months of bottle aging.","spring, summer",Soil Type: Limestone,"A delicate and elegant Pinot Noir with a light body, showcasing fresh fruit flavors and a hint of minerality, balanced by medium acidity and a dry finish.",Occasion: Celebration,Light,Medium,13.2,Fresh,Medium,Dry
Chateau de Rochemorin Pessac-Leognan 2017,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67386df84dc9e54784e14318Chateau20de20Rochemorin20Pessac-Leognan202017.png,354793,750ml,ml,RP: 92; WS: 90,10,229,Chateau de Rochemorin,2017,France,Left Bordeaux,Red,Cabernet Sauvignon,/ Drink within 10 years.,/ Aged in French oak barrels for 12-18 months with 30 new oak.,"autumn, winter",Soil Type: Gravel,"A full-bodied Cabernet Sauvignon with rich fruit flavors, medium acidity, and a dry finish, showcasing the classic characteristics of Left Bordeaux.",Occasion: Business,Full,Medium,13.5,Rich,Medium,Dry
Chateau Duhart-Milon 1978,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67346218352d8e2013fedd99Chateau20Duhart-Milon201978.png,354795,750ml,ml,(RP: 92; WS: 90),10,"1,230.00",Chateau Duhart-Milon,1978,France,Left Bordeaux,Red,Cabernet Sauvignon,/ Drink within 5 years.,"/ Aged in oak barrels for 24 months, with regular racking and fining.","autumn, winter",Soil Type: Gravel,"A rich, full-bodied wine with a velvety texture, offering a complex blend of dark fruit flavors, subtle minerality, and a hint of spice, culminating in a long, satisfying finish.",Occasion: Celebration,Full,Medium,13.5,Rich,Medium,Dry
